Emotions,Path,Duration,Dataset,SampleRate,NumSamples
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_germ_angry.wav,1.4823052347014007,TESS,24414,36189
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_get_angry.wav,1.6449578110919965,TESS,24414,40160
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_gin_angry.wav,1.5747931514704678,TESS,24414,38447
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_goal_angry.wav,1.519906610960924,TESS,24414,37107
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_good_angry.wav,1.4945523060539034,TESS,24414,36488
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_goose_angry.wav,1.5305971983288278,TESS,24414,37368
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_gun_angry.wav,1.5410420250675843,TESS,24414,37623
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_half_angry.wav,1.6955435405914638,TESS,24414,41395
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_hall_angry.wav,1.5029491275497666,TESS,24414,36693
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_hash_angry.wav,1.6957073810108954,TESS,24414,41399
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_hate_angry.wav,1.4840255591054312,TESS,24414,36231
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_have_angry.wav,1.652535430490702,TESS,24414,40345
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_haze_angry.wav,1.5615630376013763,TESS,24414,38124
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_hire_angry.wav,1.5070860981404113,TESS,24414,36794
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_hit_angry.wav,1.3566396329974604,TESS,24414,33121
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_hole_angry.wav,1.6704349963135905,TESS,24414,40782
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_home_angry.wav,1.4447857786515934,TESS,24414,35273
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_hurl_angry.wav,1.6019497009912345,TESS,24414,39110
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_hush_angry.wav,1.5469402801671173,TESS,24414,37767
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_jail_angry.wav,1.472597689850086,TESS,24414,35952
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_jar_angry.wav,1.5581633488981732,TESS,24414,38041
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_join_angry.wav,1.6129679691980012,TESS,24414,39379
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_judge_angry.wav,1.7258540181862865,TESS,24414,42135
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_jug_angry.wav,1.5497665274023102,TESS,24414,37836
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_juice_angry.wav,1.601130498894077,TESS,24414,39090
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_keen_angry.wav,1.7127877447366264,TESS,24414,41816
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_keep_angry.wav,1.555378061767838,TESS,24414,37973
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_keg_angry.wav,1.4403211272220857,TESS,24414,35164
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_kick_angry.wav,1.6513885475546817,TESS,24414,40317
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_kill_angry.wav,1.5000819202097158,TESS,24414,36623
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_king_angry.wav,1.662816416810027,TESS,24414,40596
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_kite_angry.wav,1.4924633407061523,TESS,24414,36437
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_knock_angry.wav,1.8046612599328253,TESS,24414,44059
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_late_angry.wav,1.6733022036536414,TESS,24414,40852
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_laud_angry.wav,1.6577373638076514,TESS,24414,40472
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_lean_angry.wav,1.6228803145736053,TESS,24414,39621
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_learn_angry.wav,1.5158515605799951,TESS,24414,37008
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_lease_angry.wav,1.6813303842057836,TESS,24414,41048
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_lid_angry.wav,1.4135741787498977,TESS,24414,34511
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_life_angry.wav,1.6250102400262145,TESS,24414,39673
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_limb_angry.wav,1.6209551896452854,TESS,24414,39574
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_live_angry.wav,1.5974031293520112,TESS,24414,38999
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_loaf_angry.wav,1.679651019906611,TESS,24414,41007
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_long_angry.wav,1.7242565740968296,TESS,24414,42096
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_lore_angry.wav,1.7023838781027278,TESS,24414,41562
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_lose_angry.wav,1.6754730892111085,TESS,24414,40905
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_lot_angry.wav,1.6126402883591382,TESS,24414,39371
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_love_angry.wav,1.5624231998033915,TESS,24414,38145
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_luck_angry.wav,1.6131318096174325,TESS,24414,39383
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_make_angry.wav,1.6333251413123617,TESS,24414,39876
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_match_angry.wav,1.6846891128041288,TESS,24414,41130
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_merge_angry.wav,1.6236585565659047,TESS,24414,39640
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_mess_angry.wav,1.6950520193331695,TESS,24414,41383
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_met_angry.wav,1.5086425821250102,TESS,24414,36832
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_mill_angry.wav,1.5349799295486197,TESS,24414,37475
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_mob_angry.wav,1.53055623822397,TESS,24414,37367
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_mode_angry.wav,1.4751781764561318,TESS,24414,36015
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_mood_angry.wav,1.5651265667240108,TESS,24414,38211
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_moon_angry.wav,1.5067584173015482,TESS,24414,36786
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_mop_angry.wav,1.3901859588760548,TESS,24414,33940
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_mouse_angry.wav,1.648767100843778,TESS,24414,40253
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_nag_angry.wav,1.4602686982878677,TESS,24414,35651
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_name_angry.wav,1.5427213893667568,TESS,24414,37664
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_near_angry.wav,1.519947571065782,TESS,24414,37108
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_neat_angry.wav,1.6773982141394281,TESS,24414,40952
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_nice_angry.wav,1.6225116736298846,TESS,24414,39612
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_note_angry.wav,1.4273367739821414,TESS,24414,34847
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_numb_angry.wav,1.5760219546162038,TESS,24414,38477
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_pad_angry.wav,1.5480871631031377,TESS,24414,37795
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_page_angry.wav,1.5063078561481118,TESS,24414,36775
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_pain_angry.wav,1.5461620381748178,TESS,24414,37748
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_pass_angry.wav,1.6294748914557222,TESS,24414,39782
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_pearl_angry.wav,1.4948799868927665,TESS,24414,36496
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_peg_angry.wav,1.57725075776194,TESS,24414,38507
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_perch_angry.wav,1.6798558204309002,TESS,24414,41012
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_phone_angry.wav,1.5764725157696404,TESS,24414,38488
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_pick_angry.wav,1.613008929302859,TESS,24414,39380
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_pike_angry.wav,1.6124764479397067,TESS,24414,39367
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_pole_angry.wav,1.577209797657082,TESS,24414,38506
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_pool_angry.wav,1.3765462439583844,TESS,24414,33607
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_puff_angry.wav,1.4820594740722537,TESS,24414,36183
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_rag_angry.wav,1.6037929057098386,TESS,24414,39155
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_raid_angry.wav,1.5679937740640617,TESS,24414,38281
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_rain_angry.wav,1.5053657737363808,TESS,24414,36752
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_raise_angry.wav,1.6311952158597527,TESS,24414,39824
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_rat_angry.wav,1.5362496927992135,TESS,24414,37506
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_reach_angry.wav,1.608912918817072,TESS,24414,39280
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_read_angry.wav,1.527074629311051,TESS,24414,37282
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_red_angry.wav,1.6897272057016466,TESS,24414,41253
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_ring_angry.wav,1.5287539936102237,TESS,24414,37323
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_ripe_angry.wav,1.7383468501679364,TESS,24414,42440
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_road_angry.wav,1.5683214549029245,TESS,24414,38289
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_room_angry.wav,1.5399361022364217,TESS,24414,37596
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_rose_angry.wav,1.8602850823298107,TESS,24414,45417
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_rot_angry.wav,1.371712951585156,TESS,24414,33489
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_rough_angry.wav,1.7206520848693372,TESS,24414,42008
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_rush_angry.wav,1.6526173507004178,TESS,24414,40347
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_said_angry.wav,1.4669042352748423,TESS,24414,35813
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_sail_angry.wav,1.667772589497829,TESS,24414,40717
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_search_angry.wav,1.6961169820594741,TESS,24414,41409
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_seize_angry.wav,1.7590726632260179,TESS,24414,42946
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_sell_angry.wav,1.41468010158106,TESS,24414,34538
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_shack_angry.wav,1.4904153354632588,TESS,24414,36387
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_shall_angry.wav,1.6786270172851643,TESS,24414,40982
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_shawl_angry.wav,1.527402310149914,TESS,24414,37290
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_sheep_angry.wav,1.6750634881625297,TESS,24414,40895
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_shirt_angry.wav,1.6577783239125092,TESS,24414,40473
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_should_angry.wav,1.599614975014336,TESS,24414,39053
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_shout_angry.wav,1.3981322192184813,TESS,24414,34134
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_size_angry.wav,1.5860162202015238,TESS,24414,38721
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_soap_angry.wav,1.6960350618497584,TESS,24414,41407
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_soup_angry.wav,1.5933071188662242,TESS,24414,38899
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_sour_angry.wav,1.7386335709019416,TESS,24414,42447
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_south_angry.wav,1.5181453264520357,TESS,24414,37064
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_sub_angry.wav,1.3749078397640697,TESS,24414,33567
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_such_angry.wav,1.672483001556484,TESS,24414,40832
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_sure_angry.wav,1.4277873351355779,TESS,24414,34858
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_take_angry.wav,1.459777177029573,TESS,24414,35639
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_talk_angry.wav,1.52056197263865,TESS,24414,37123
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_tape_angry.wav,1.6835831899729663,TESS,24414,41103
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_team_angry.wav,1.6066191529450315,TESS,24414,39224
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_tell_angry.wav,1.6309494552306054,TESS,24414,39818
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_thin_angry.wav,1.5652084869337266,TESS,24414,38213
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_third_angry.wav,1.377938887523552,TESS,24414,33641
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_thought_angry.wav,1.506840337511264,TESS,24414,36788
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_thumb_angry.wav,1.5925288768739247,TESS,24414,38880
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_time_angry.wav,1.631359056279184,TESS,24414,39828
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_tip_angry.wav,1.3350946178422216,TESS,24414,32595
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_tire_angry.wav,1.6540099942655853,TESS,24414,40381
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_ton_angry.wav,1.4978700745473907,TESS,24414,36569
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_tool_angry.wav,1.5092160235930203,TESS,24414,36846
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_tough_angry.wav,1.4664536741214058,TESS,24414,35802
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_turn_angry.wav,1.50057344146801,TESS,24414,36635
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_vine_angry.wav,1.4898009338903908,TESS,24414,36372
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_voice_angry.wav,1.5890882280658638,TESS,24414,38796
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_void_angry.wav,1.54419595314164,TESS,24414,37700
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_vote_angry.wav,1.547308921110838,TESS,24414,37776
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_wag_angry.wav,1.576267715245351,TESS,24414,38483
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_walk_angry.wav,1.585606619152945,TESS,24414,38711
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_wash_angry.wav,1.8023674940607848,TESS,24414,44003
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_week_angry.wav,1.5603342344556401,TESS,24414,38094
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_wheat_angry.wav,1.5331367248300156,TESS,24414,37430
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_when_angry.wav,1.6378717129515852,TESS,24414,39987
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_which_angry.wav,1.4251658884246743,TESS,24414,34794
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_whip_angry.wav,1.288031457360531,TESS,24414,31446
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_white_angry.wav,1.4768985008601623,TESS,24414,36057
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_wife_angry.wav,1.7041451626116162,TESS,24414,41605
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_wire_angry.wav,1.5955599246334071,TESS,24414,38954
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_witch_angry.wav,1.5129024330302285,TESS,24414,36936
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_yearn_angry.wav,1.627672646841976,TESS,24414,39738
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_yes_angry.wav,1.5469402801671173,TESS,24414,37767
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_young_angry.wav,1.5371098550012288,TESS,24414,37527
angry,..\data\tess\TESS Toronto emotional speech set data\OAF_angry\OAF_youth_angry.wav,1.5828213320226099,TESS,24414,38643
disgust,..\data\tess\TESS Toronto emotional speech set data\OAF_disgust\OAF_back_disgust.wav,2.260342426476612,TESS,24414,55184
disgust,..\data\tess\TESS Toronto emotional speech set data\OAF_disgust\OAF_bar_disgust.wav,2.2729581387728355,TESS,24414,55492
disgust,..\data\tess\TESS Toronto emotional speech set data\OAF_disgust\OAF_base_disgust.wav,2.4973785532890966,TESS,24414,60971
disgust,..\data\tess\TESS Toronto emotional speech set data\OAF_disgust\OAF_bath_disgust.wav,2.3139592037355614,TESS,24414,56493
disgust,..\data\tess\TESS Toronto emotional speech set data\OAF_disgust\OAF_bean_disgust.wav,2.3463586466781354,TESS,24414,57284
disgust,..\data\tess\TESS Toronto emotional speech set data\OAF_disgust\OAF_beg_disgust.wav,2.3899401982469075,TESS,24414,58348
disgust,..\data\tess\TESS Toronto emotional speech set data\OAF_disgust\OAF_bite_disgust.wav,2.3955107725075777,TESS,24414,58484
disgust,..\data\tess\TESS Toronto emotional speech set data\OAF_disgust\OAF_boat_disgust.wav,2.2053330056524945,TESS,24414,53841
disgust,..\data\tess\TESS Toronto emotional speech set data\OAF_disgust\OAF_bone_disgust.wav,2.214876710084378,TESS,24414,54074
disgust,..\data\tess\TESS Toronto emotional speech set data\OAF_disgust\OAF_book_disgust.wav,2.13393954288523,TESS,24414,52098
disgust,..\data\tess\TESS Toronto emotional speech set data\OAF_disgust\OAF_bought_disgust.wav,2.399811583517654,TESS,24414,58589
disgust,..\data\tess\TESS Toronto emotional speech set data\OAF_disgust\OAF_burn_disgust.wav,2.204513803555337,TESS,24414,53821
disgust,..\data\tess\TESS Toronto emotional speech set data\OAF_disgust\OAF_cab_disgust.wav,2.4378635209306134,TESS,24414,59518
disgust,..\data\tess\TESS Toronto emotional speech set data\OAF_disgust\OAF_calm_disgust.wav,2.4497009912345376,TESS,24414,59807
disgust,..\data\tess\TESS Toronto emotional speech set data\OAF_disgust\OAF_came_disgust.wav,2.2948717948717947,TESS,24414,56027
disgust,..\data\tess\TESS Toronto emotional speech set data\OAF_disgust\OAF_cause_disgust.wav,2.5178995658228884,TESS,24414,61472
disgust,..\data\tess\TESS Toronto emotional speech set data\OAF_disgust\OAF_chain_disgust.wav,2.3499221758007702,TESS,24414,57371
disgust,..\data\tess\TESS Toronto emotional speech set data\OAF_disgust\OAF_chair_disgust.wav,2.2728762185631197,TESS,24414,55490
